Id,Gender,Customer Type,Type of Travel,Class,Age,Female,Loyal Customer,Business Travel,Eco Class,Business Class,Flight Distance,Wifi Service,Departure/Arrival,Online Booking,Gate Location,Food and Drink,Online Boarding,Seat Comfort,Inflight Entertainment,On-board Service,Leg Room,Baggage,Checkin Service,Inflight Service,Cleanliness,Departure Delay,Arrival Delay,Satisfied,Satisfaction
68672,Male,Loyal Customer,Business travel,Business,74,0,1,1,0,1,2317,4,5,5,5,4,3,4,4,4,4,4,4,4,2,0,0,0,dissatisfied
73880,Female,disloyal Customer,Business travel,Eco,22,1,0,1,1,0,1213,4,5,5,3,5,5,5,5,4,5,5,3,5,5,7,0,1,satisfied
123409,Male,Loyal Customer,Business travel,Business,53,0,1,1,0,1,1337,1,1,1,1,4,5,5,5,5,5,5,5,5,5,0,0,1,satisfied
29357,Female,Loyal Customer,Business travel,Eco,54,1,1,1,1,0,2409,5,4,4,4,5,5,4,5,5,5,5,4,5,5,23,21,1,satisfied
80788,Male,Loyal Customer,Business travel,Business,33,0,1,1,0,1,484,4,4,4,4,4,4,4,4,3,5,5,4,5,4,2,0,1,satisfied
50506,Female,Loyal Customer,Personal Travel,Eco,44,1,1,0,1,0,337,3,5,3,3,5,4,4,2,2,3,2,4,2,3,0,0,0,dissatisfied
66733,Male,Loyal Customer,Personal Travel,Eco,44,0,1,0,1,0,802,1,3,1,3,1,1,1,1,3,2,3,1,4,1,0,0,0,dissatisfied
16108,Male,Loyal Customer,Business travel,Business,49,0,1,1,0,1,725,5,5,5,5,3,5,4,4,4,4,4,4,4,5,80,74,1,satisfied
42107,Male,Loyal Customer,Business travel,Business,29,0,1,1,0,1,991,4,5,3,3,4,4,4,4,2,5,4,4,3,4,0,0,0,dissatisfied
41169,Female,Loyal Customer,Business travel,Eco Plus,37,1,1,1,0,0,191,5,4,4,4,5,5,5,5,4,2,1,5,4,5,4,3,1,satisfied
76765,Female,Loyal Customer,Business travel,Business,39,1,1,1,0,1,546,5,5,5,5,2,4,4,4,4,4,4,3,4,5,20,16,1,satisfied
34808,Male,Loyal Customer,Personal Travel,Eco,13,0,1,0,1,0,301,1,5,3,3,5,3,5,5,3,4,4,4,5,5,0,0,0,dissatisfied
87027,Female,Loyal Customer,Personal Travel,Business,63,1,1,0,0,1,645,3,4,3,3,5,4,5,1,1,3,1,4,1,3,4,8,0,dissatisfied
122917,Female,Loyal Customer,Personal Travel,Business,13,1,1,0,0,1,468,4,5,2,2,4,2,4,4,3,5,5,5,5,4,0,0,0,dissatisfied
110468,Female,Loyal Customer,Personal Travel,Eco,9,1,1,0,1,0,919,2,2,2,2,2,2,4,2,1,4,1,4,2,2,52,45,0,dissatisfied
79252,Female,Loyal Customer,Business travel,Business,45,1,1,1,0,1,1598,2,2,2,2,3,4,5,5,5,5,5,5,5,5,0,0,1,satisfied
16408,Female,Loyal Customer,Personal Travel,Eco,7,1,1,0,1,0,533,1,5,1,1,3,1,3,3,5,4,5,3,5,3,7,3,0,dissatisfied
63608,Male,Loyal Customer,Business travel,Business,49,0,1,1,0,1,1440,2,5,5,5,2,3,3,2,2,2,2,4,2,1,14,5,0,dissatisfied
45118,Female,Loyal Customer,Personal Travel,Eco,69,1,1,0,1,0,157,1,5,1,2,3,5,5,3,3,1,3,5,3,4,4,8,0,dissatisfied
59096,Female,Loyal Customer,Personal Travel,Eco,37,1,1,0,1,0,1726,4,1,4,3,2,4,2,2,3,4,4,2,3,2,0,0,0,dissatisfied
73580,Male,Loyal Customer,Business travel,Business,51,0,1,1,0,1,3319,1,5,1,2,4,4,5,5,5,5,5,4,5,4,0,0,1,satisfied
57341,Male,disloyal Customer,Business travel,Business,16,0,0,1,0,1,414,5,1,5,5,1,5,1,1,4,5,4,5,4,1,0,0,1,satisfied
54920,Female,Loyal Customer,Personal Travel,Eco Plus,7,1,1,0,0,0,862,3,4,3,3,1,3,1,1,4,4,4,4,5,1,21,29,0,dissatisfied
116941,Female,Loyal Customer,Business travel,Business,54,1,1,1,0,1,2877,4,4,4,4,3,4,5,3,3,3,3,5,3,3,3,1,1,satisfied
109498,Female,Loyal Customer,Business travel,Business,25,1,1,1,0,1,2630,2,2,1,2,4,4,4,4,3,5,5,4,5,4,0,0,1,satisfied
3036,Male,disloyal Customer,Business travel,Business,28,0,0,1,0,1,489,2,2,2,5,2,2,2,2,5,5,5,4,5,2,0,0,0,dissatisfied
102776,Male,Loyal Customer,Business travel,Eco,26,0,1,1,1,0,1099,4,3,3,3,4,4,2,4,4,4,3,4,3,4,63,59,0,dissatisfied
118194,Female,disloyal Customer,Business travel,Eco,79,1,0,1,1,0,1044,2,1,1,3,2,1,5,2,4,5,3,4,3,2,0,0,0,dissatisfied
119994,Female,Loyal Customer,Business travel,Business,49,1,1,1,0,1,2833,3,5,5,5,2,4,4,3,3,3,3,3,3,1,0,0,0,dissatisfied
88731,Male,Loyal Customer,Personal Travel,Eco,7,0,1,0,1,0,406,4,4,4,2,4,4,1,4,3,4,4,4,4,4,0,9,0,dissatisfied
66473,Male,disloyal Customer,Business travel,Business,37,0,0,1,0,1,447,3,3,3,2,1,3,1,1,1,5,2,3,2,1,0,0,0,dissatisfied
96231,Female,Loyal Customer,Business travel,Eco,26,1,1,1,1,0,546,1,5,5,5,1,1,1,1,2,3,3,4,3,1,17,11,0,dissatisfied
47437,Male,Loyal Customer,Business travel,Eco,41,0,1,1,1,0,588,5,2,2,2,5,5,5,5,3,5,5,5,2,5,4,0,1,satisfied
54087,Male,Loyal Customer,Personal Travel,Eco,48,0,1,0,1,0,1416,2,4,2,5,2,2,2,5,5,5,5,2,5,2,161,147,0,dissatisfied
9158,Female,Loyal Customer,Business travel,Eco,56,1,1,1,1,0,946,1,5,5,5,2,4,4,1,1,1,1,1,1,3,73,46,0,dissatisfied
103246,Male,Loyal Customer,Business travel,Business,53,0,1,1,0,1,2173,3,3,3,3,4,5,5,4,4,4,4,4,4,4,32,31,1,satisfied
100375,Male,Loyal Customer,Personal Travel,Eco,36,0,1,0,1,0,971,2,4,2,3,3,2,3,3,5,3,5,5,5,3,0,4,0,dissatisfied
15603,Male,Loyal Customer,Business travel,Business,38,0,1,1,0,1,3386,4,4,4,4,4,2,5,5,5,5,5,1,5,3,0,0,1,satisfied
65526,Female,Loyal Customer,Personal Travel,Eco,21,1,1,0,1,0,1616,2,4,1,3,1,1,5,1,3,5,3,4,5,1,60,67,0,dissatisfied
106039,Female,disloyal Customer,Business travel,Business,40,1,0,1,0,1,452,4,4,4,4,3,4,3,3,3,3,4,5,4,3,5,0,1,satisfied
84437,Male,Loyal Customer,Business travel,Business,29,0,1,1,0,1,2500,1,1,1,1,5,5,5,5,3,3,5,3,5,5,4,2,1,satisfied
76261,Female,Loyal Customer,Personal Travel,Eco Plus,43,1,1,0,0,0,1399,2,5,2,3,3,5,5,1,1,2,1,5,1,5,0,0,0,dissatisfied
68504,Male,Loyal Customer,Personal Travel,Eco,64,0,1,0,1,0,1303,4,5,5,1,1,5,1,1,3,4,5,3,5,1,18,6,0,dissatisfied
85759,Male,Loyal Customer,Business travel,Business,40,0,1,1,0,1,2548,5,5,5,5,5,4,5,3,3,2,3,3,3,5,79,62,1,satisfied
102388,Male,Loyal Customer,Business travel,Business,49,0,1,1,0,1,391,1,1,1,1,5,5,3,3,3,3,3,5,3,1,50,57,1,satisfied
121331,Female,disloyal Customer,Business travel,Business,39,1,0,1,0,1,1009,1,1,1,4,1,1,1,1,2,2,3,2,3,1,0,1,0,dissatisfied
51783,Male,Loyal Customer,Personal Travel,Eco,9,0,1,0,1,0,237,4,5,1,4,4,1,4,4,3,3,4,4,5,4,0,0,0,dissatisfied
128343,Male,Loyal Customer,Business travel,Business,48,0,1,1,0,1,647,4,4,4,4,4,4,5,2,2,2,2,4,2,3,0,0,1,satisfied
85433,Female,disloyal Customer,Business travel,Eco,20,1,0,1,1,0,214,1,1,1,4,1,1,1,1,4,4,4,5,5,1,34,27,0,dissatisfied
21123,Male,Loyal Customer,Personal Travel,Eco,60,0,1,0,1,0,227,5,5,5,3,1,5,1,1,5,2,5,4,5,1,0,0,1,satisfied
112585,Female,Loyal Customer,Business travel,Business,15,1,1,1,0,1,602,3,3,3,3,5,5,5,5,5,4,5,4,4,5,0,0,1,satisfied
113932,Female,disloyal Customer,Business travel,Business,30,1,0,1,0,1,1855,3,3,3,5,4,3,5,4,3,3,3,3,4,4,3,1,0,dissatisfied
117116,Male,Loyal Customer,Business travel,Business,71,0,1,1,0,1,3571,1,1,1,1,4,2,5,5,5,5,5,5,5,5,0,0,1,satisfied
60388,Female,Loyal Customer,Business travel,Business,33,1,1,1,0,1,1452,4,4,4,4,4,4,3,4,4,4,4,3,4,2,100,109,0,dissatisfied
84819,Female,disloyal Customer,Business travel,Business,36,1,0,1,0,1,547,1,1,1,3,2,1,2,2,4,3,5,4,4,2,0,0,0,dissatisfied
108712,Female,Loyal Customer,Business travel,Business,56,1,1,1,0,1,2383,3,3,3,3,4,4,4,5,5,5,5,3,5,4,3,8,1,satisfied
82275,Female,Loyal Customer,Business travel,Eco,39,1,1,1,1,0,1481,2,2,2,2,2,2,2,2,2,3,4,2,3,2,3,6,0,dissatisfied
15618,Male,Loyal Customer,Personal Travel,Eco,45,0,1,0,1,0,228,4,3,4,3,2,4,2,2,3,4,4,3,3,2,0,0,0,dissatisfied
46832,Female,disloyal Customer,Business travel,Eco,52,1,0,1,1,0,776,2,3,3,3,1,3,1,1,5,4,3,3,2,1,3,0,0,dissatisfied
89524,Male,Loyal Customer,Personal Travel,Business,64,0,1,0,0,1,950,5,5,5,2,3,4,5,1,1,5,1,4,1,1,3,0,1,satisfied
115029,Male,disloyal Customer,Business travel,Eco,23,0,0,1,1,0,447,1,5,1,1,5,1,5,5,5,4,4,3,4,5,0,0,0,dissatisfied
77536,Male,Loyal Customer,Business travel,Business,22,0,1,1,0,1,986,1,1,1,1,3,3,3,3,3,5,5,5,5,3,0,4,1,satisfied
28016,Male,Loyal Customer,Business travel,Eco,60,0,1,1,1,0,763,2,2,2,2,2,2,2,2,3,3,4,3,4,2,0,0,0,dissatisfied
21118,Female,Loyal Customer,Personal Travel,Eco,21,1,1,0,1,0,106,1,5,1,2,4,1,4,4,3,4,4,5,4,4,0,11,1,satisfied
76858,Female,Loyal Customer,Personal Travel,Eco,22,1,1,0,1,0,1195,4,2,4,3,4,4,4,4,2,3,2,3,4,4,0,8,0,dissatisfied
38842,Male,Loyal Customer,Business travel,Eco Plus,22,0,1,1,0,0,387,5,1,1,1,5,5,3,5,2,4,5,2,3,5,0,0,1,satisfied
40771,Male,Loyal Customer,Business travel,Business,33,0,1,1,0,1,584,4,4,4,4,5,5,5,5,4,2,3,4,1,5,0,0,1,satisfied
115002,Male,Loyal Customer,Business travel,Business,29,0,1,1,0,1,3223,2,2,2,2,5,5,5,5,3,3,4,4,5,5,0,0,1,satisfied
111314,Female,disloyal Customer,Business travel,Eco,22,1,0,1,1,0,283,3,1,3,1,1,3,1,1,5,3,5,5,4,1,0,0,0,dissatisfied
87846,Male,Loyal Customer,Personal Travel,Eco,61,0,1,0,1,0,214,1,3,1,4,4,1,4,4,5,4,3,3,4,4,0,0,0,dissatisfied
66038,Female,Loyal Customer,Business travel,Business,52,1,1,1,0,1,1345,4,4,4,4,5,4,5,5,5,5,5,3,5,3,0,1,1,satisfied
111907,Female,Loyal Customer,Business travel,Business,50,1,1,1,0,1,628,4,4,5,4,2,5,5,4,4,4,4,3,4,3,9,17,1,satisfied
4508,Female,Loyal Customer,Personal Travel,Eco,27,1,1,0,1,0,551,3,4,3,3,2,3,2,2,1,5,4,1,4,2,0,0,0,dissatisfied
104707,Female,Loyal Customer,Business travel,Eco Plus,19,1,1,1,0,0,159,3,4,4,4,3,3,3,3,3,5,4,4,3,3,0,0,0,dissatisfied
30104,Female,Loyal Customer,Personal Travel,Eco,7,1,1,0,1,0,261,3,1,3,2,2,3,2,2,1,1,2,2,3,2,0,0,0,dissatisfied
86775,Female,Loyal Customer,Business travel,Business,44,1,1,1,0,1,484,1,1,1,4,1,4,3,2,2,1,2,2,2,2,0,0,0,dissatisfied
28861,Female,Loyal Customer,Business travel,Business,48,1,1,1,0,1,1050,1,1,1,1,5,4,2,3,3,2,3,1,3,2,0,0,1,satisfied
52653,Female,Loyal Customer,Personal Travel,Eco,14,1,1,0,1,0,160,1,5,1,3,4,1,4,4,4,2,5,5,5,4,0,0,0,dissatisfied
5957,Male,Loyal Customer,Business travel,Business,41,0,1,1,0,1,2937,4,4,4,4,1,4,3,4,4,4,4,2,4,2,42,37,0,dissatisfied
39195,Female,Loyal Customer,Business travel,Eco,45,1,1,1,1,0,318,3,3,3,3,3,3,4,3,3,3,3,4,3,3,62,55,0,dissatisfied
60468,Male,Loyal Customer,Business travel,Business,33,0,1,1,0,1,862,3,3,3,3,2,2,2,2,3,4,4,3,5,2,3,0,1,satisfied
123433,Male,disloyal Customer,Personal Travel,Business,12,0,0,0,0,1,2125,3,4,3,3,5,3,5,5,1,1,3,3,4,5,87,84,0,dissatisfied
39676,Male,disloyal Customer,Business travel,Eco,36,0,0,1,1,0,717,1,1,1,4,1,1,2,1,2,1,4,2,3,1,0,8,0,dissatisfied
5482,Female,Loyal Customer,Business travel,Business,59,1,1,1,0,1,910,1,1,1,1,5,5,5,5,5,5,5,4,5,4,0,0,1,satisfied
90208,Male,Loyal Customer,Personal Travel,Eco,69,0,1,0,1,0,1084,2,3,2,3,2,2,2,2,4,5,4,4,4,2,0,0,0,dissatisfied
43910,Male,Loyal Customer,Personal Travel,Eco,68,0,1,0,1,0,199,5,5,5,4,5,5,1,5,3,4,4,4,4,5,0,0,1,satisfied
90029,Female,disloyal Customer,Business travel,Business,14,1,0,1,0,1,1145,1,1,1,5,2,1,2,2,5,4,5,4,4,2,18,19,1,satisfied
120049,Male,disloyal Customer,Business travel,Business,22,0,0,1,0,1,356,4,1,3,5,5,3,5,5,5,4,5,4,4,5,0,2,1,satisfied
39092,Male,Loyal Customer,Business travel,Eco,28,0,1,1,1,0,984,5,1,1,1,5,5,5,5,4,3,4,1,4,5,5,0,1,satisfied
38568,Female,Loyal Customer,Personal Travel,Eco,18,1,1,0,1,0,2465,2,4,2,5,1,2,1,1,3,3,5,5,5,1,0,2,0,dissatisfied
99422,Female,Loyal Customer,Personal Travel,Eco,57,1,1,0,1,0,337,1,4,5,2,4,5,5,4,4,5,4,5,4,3,72,70,0,dissatisfied
115858,Female,disloyal Customer,Business travel,Eco,50,1,0,1,1,0,480,2,1,2,4,4,2,4,4,1,3,1,1,5,4,1,0,0,dissatisfied
119908,Male,Loyal Customer,Personal Travel,Eco Plus,31,0,1,0,0,0,912,3,5,3,1,3,3,3,3,3,2,1,1,3,3,0,0,0,dissatisfied
55481,Female,Loyal Customer,Business travel,Business,40,1,1,1,0,1,2434,1,1,1,1,5,5,4,3,3,3,3,3,3,3,0,0,1,satisfied
82231,Male,Loyal Customer,Business travel,Business,39,0,1,1,0,1,3987,3,1,1,1,3,3,3,4,2,1,1,3,1,3,144,158,0,dissatisfied
56503,Female,disloyal Customer,Business travel,Business,23,1,0,1,0,1,997,1,1,1,4,3,1,3,3,4,3,4,4,4,3,3,42,1,satisfied
129119,Female,disloyal Customer,Business travel,Business,26,1,0,1,0,1,954,3,3,3,4,5,3,5,5,3,5,4,5,5,5,0,0,0,dissatisfied
95676,Female,Loyal Customer,Business travel,Business,52,1,1,1,0,1,237,5,5,5,5,3,5,5,5,5,5,5,3,5,5,41,53,1,satisfied
80473,Male,Loyal Customer,Personal Travel,Eco,34,0,1,0,1,0,1299,4,4,4,5,1,4,1,1,5,2,3,4,4,1,0,0,1,satisfied
80205,Male,Loyal Customer,Business travel,Eco Plus,43,0,1,1,0,0,2586,1,5,5,5,1,1,1,2,2,4,3,1,2,1,7,18,0,dissatisfied
128845,Female,Loyal Customer,Personal Travel,Eco,9,1,1,0,1,0,2475,4,2,4,3,4,5,5,1,5,2,3,5,3,5,0,0,0,dissatisfied
62278,Female,Loyal Customer,Business travel,Business,43,1,1,1,0,1,3596,5,5,5,5,4,5,4,5,5,5,5,3,5,3,0,0,1,satisfied
4712,Male,Loyal Customer,Business travel,Eco Plus,66,0,1,1,0,0,364,5,5,5,5,5,5,5,5,4,2,1,1,1,5,0,0,1,satisfied
116809,Male,Loyal Customer,Business travel,Eco Plus,37,0,1,1,0,0,417,2,5,5,5,2,2,2,2,3,4,3,4,4,2,7,14,0,dissatisfied
69497,Female,Loyal Customer,Personal Travel,Eco Plus,29,1,1,0,0,0,1096,3,3,3,3,5,3,5,5,3,2,3,2,4,5,0,0,0,dissatisfied
29272,Female,disloyal Customer,Business travel,Eco,33,1,0,1,1,0,550,3,4,3,4,1,3,1,1,5,1,1,2,2,1,0,0,0,dissatisfied
54054,Female,disloyal Customer,Business travel,Eco,31,1,0,1,1,0,1416,4,4,4,3,1,4,1,1,2,3,1,2,3,1,2,0,0,dissatisfied
62104,Female,Loyal Customer,Personal Travel,Business,7,1,1,0,0,1,2454,3,4,3,5,5,3,5,5,4,4,4,5,1,5,2,0,0,dissatisfied
67484,Male,Loyal Customer,Personal Travel,Eco,22,0,1,0,1,0,641,2,3,2,3,5,2,4,5,3,1,3,4,2,5,5,0,0,dissatisfied
2988,Male,disloyal Customer,Business travel,Business,34,0,0,1,0,1,862,3,3,3,2,5,3,5,5,4,4,5,5,4,5,0,0,0,dissatisfied
122225,Female,disloyal Customer,Business travel,Eco,12,1,0,1,1,0,573,4,1,4,2,4,4,2,4,5,4,5,5,5,4,20,5,0,dissatisfied
51470,Male,Loyal Customer,Business travel,Eco Plus,60,0,1,1,0,0,250,3,2,2,2,3,3,3,3,2,3,4,2,2,3,0,0,1,satisfied
117502,Male,Loyal Customer,Personal Travel,Eco,23,0,1,0,1,0,507,1,5,1,4,1,1,1,1,5,4,4,3,5,1,0,0,0,dissatisfied
116518,Female,Loyal Customer,Personal Travel,Eco,38,1,1,0,1,0,371,5,1,5,3,5,5,5,5,4,4,1,3,3,5,0,0,1,satisfied
89380,Female,Loyal Customer,Business travel,Business,59,1,1,1,0,1,151,4,4,4,4,3,5,5,5,5,5,4,4,5,3,0,0,1,satisfied
95262,Female,Loyal Customer,Personal Travel,Eco,55,1,1,0,1,0,239,1,4,1,3,2,4,4,3,3,1,3,2,3,1,31,11,0,dissatisfied
86602,Female,disloyal Customer,Business travel,Business,36,1,0,1,0,1,746,2,2,2,4,4,2,4,4,5,5,5,5,5,4,16,0,0,dissatisfied
63462,Female,disloyal Customer,Business travel,Eco Plus,58,1,0,1,0,0,337,4,3,3,2,3,4,3,3,2,3,3,4,3,3,0,0,0,dissatisfied
69839,Male,Loyal Customer,Business travel,Business,65,0,1,1,0,1,655,5,5,5,5,3,2,3,4,4,4,4,4,4,1,0,0,1,satisfied
28130,Male,Loyal Customer,Business travel,Eco,54,0,1,1,1,0,550,3,2,2,2,3,3,3,3,4,5,3,4,2,3,0,0,0,dissatisfied
95110,Female,Loyal Customer,Personal Travel,Eco,47,1,1,0,1,0,239,2,4,2,2,3,4,4,5,5,2,5,4,5,3,0,13,0,dissatisfied
103811,Female,Loyal Customer,Business travel,Business,48,1,1,1,0,1,3161,2,2,2,2,2,4,4,4,4,4,4,4,4,5,16,0,1,satisfied
7871,Female,Loyal Customer,Business travel,Business,55,1,1,1,0,1,948,4,4,4,4,5,5,4,4,4,4,4,3,4,3,0,0,1,satisfied
43544,Female,Loyal Customer,Business travel,Business,22,1,1,1,0,1,3641,2,3,3,3,2,1,2,2,1,1,4,4,3,2,0,13,0,dissatisfied
96191,Male,Loyal Customer,Business travel,Business,50,0,1,1,0,1,3563,2,2,2,2,5,5,5,5,5,5,5,4,5,5,79,68,1,satisfied
15851,Female,Loyal Customer,Business travel,Business,29,1,1,1,0,1,783,4,4,5,4,5,5,5,5,4,1,2,2,5,5,0,0,1,satisfied
110783,Male,Loyal Customer,Business travel,Business,25,0,1,1,0,1,3491,2,5,5,5,2,2,2,2,4,3,3,4,4,2,90,72,0,dissatisfied
4832,Female,Loyal Customer,Business travel,Business,42,1,1,1,0,1,500,5,5,5,5,2,4,5,4,4,4,4,3,4,4,0,1,1,satisfied
9282,Male,Loyal Customer,Business travel,Eco,45,0,1,1,1,0,1201,1,2,2,2,1,1,1,1,4,2,3,1,4,1,0,0,0,dissatisfied
8620,Male,Loyal Customer,Business travel,Business,50,0,1,1,0,1,280,2,2,2,2,2,4,4,4,4,4,4,4,4,3,9,21,1,satisfied
7087,Female,Loyal Customer,Business travel,Business,52,1,1,1,0,1,2258,1,1,4,4,2,3,3,1,1,1,1,4,1,4,50,48,0,dissatisfied
23640,Male,Loyal Customer,Personal Travel,Eco,47,0,1,0,1,0,793,1,4,1,1,5,1,3,5,5,2,5,5,5,5,0,0,0,dissatisfied
124559,Male,Loyal Customer,Business travel,Business,56,0,1,1,0,1,3118,2,2,2,2,4,5,5,4,4,4,4,3,4,4,5,0,1,satisfied
12195,Male,Loyal Customer,Personal Travel,Eco Plus,51,0,1,0,0,0,1075,1,2,1,2,4,1,4,4,3,1,2,3,2,4,17,0,0,dissatisfied
32006,Male,Loyal Customer,Personal Travel,Business,33,0,1,0,0,1,101,3,2,1,2,5,1,5,5,3,4,2,1,3,5,0,0,0,dissatisfied
74445,Male,Loyal Customer,Business travel,Business,50,0,1,1,0,1,3091,3,3,3,3,3,5,4,5,5,5,5,5,5,4,0,0,1,satisfied
12126,Male,Loyal Customer,Business travel,Eco Plus,49,0,1,1,0,0,852,5,2,2,2,5,5,5,5,4,2,2,3,1,5,0,2,1,satisfied
8713,Male,Loyal Customer,Personal Travel,Eco,62,0,1,0,1,0,280,4,4,2,2,1,2,1,1,4,3,4,5,4,1,0,9,0,dissatisfied
103539,Male,Loyal Customer,Business travel,Business,52,0,1,1,0,1,2439,2,2,2,2,3,5,4,5,5,5,5,3,5,5,0,0,1,satisfied
103897,Male,Loyal Customer,Business travel,Eco Plus,33,0,1,1,0,0,869,2,5,4,5,2,2,2,2,1,2,3,2,3,2,40,28,0,dissatisfied
77043,Male,Loyal Customer,Business travel,Business,47,0,1,1,0,1,3829,1,1,1,1,5,4,5,3,3,3,3,5,3,3,0,0,1,satisfied
103532,Male,Loyal Customer,Business travel,Business,51,0,1,1,0,1,738,1,4,1,1,5,4,4,5,5,5,5,5,5,3,0,0,1,satisfied
81611,Male,Loyal Customer,Personal Travel,Eco,43,0,1,0,1,0,334,1,5,1,1,1,2,2,4,4,5,5,2,5,2,168,179,0,dissatisfied
38525,Male,Loyal Customer,Business travel,Eco,48,0,1,1,1,0,2465,4,4,4,4,4,4,4,4,5,2,5,2,4,4,0,0,1,satisfied
107026,Male,Loyal Customer,Business travel,Business,43,0,1,1,0,1,3001,4,4,5,4,3,4,5,5,5,5,5,3,5,5,0,0,1,satisfied
70413,Male,Loyal Customer,Personal Travel,Eco,52,0,1,0,1,0,1562,3,5,3,2,2,3,5,2,4,5,5,3,5,2,0,11,0,dissatisfied
95079,Female,Loyal Customer,Personal Travel,Eco,13,1,1,0,1,0,319,2,2,2,4,5,2,5,5,1,5,4,2,3,5,0,0,0,dissatisfied
60158,Male,Loyal Customer,Personal Travel,Eco,46,0,1,0,1,0,1182,1,4,1,4,1,1,1,1,4,1,4,3,3,1,2,0,0,dissatisfied
44130,Female,Loyal Customer,Business travel,Business,30,1,1,1,0,1,198,4,4,4,4,5,5,5,5,3,5,5,4,3,5,0,0,1,satisfied
4876,Male,Loyal Customer,Personal Travel,Eco,52,0,1,0,1,0,408,4,5,2,1,3,2,3,3,3,1,2,4,5,3,0,0,1,satisfied
19796,Male,Loyal Customer,Personal Travel,Eco,48,0,1,0,1,0,667,3,2,4,2,5,4,5,5,4,4,3,4,3,5,0,0,0,dissatisfied
26061,Male,Loyal Customer,Business travel,Eco Plus,74,0,1,1,0,0,432,3,2,3,2,3,3,3,3,1,4,4,1,4,3,13,12,0,dissatisfied
127250,Female,Loyal Customer,Business travel,Business,52,1,1,1,0,1,3557,5,5,5,5,2,5,5,4,4,4,4,3,4,3,5,2,1,satisfied
101247,Female,Loyal Customer,Business travel,Business,39,1,1,1,0,1,1587,3,3,3,3,5,3,5,5,5,5,5,3,5,5,0,0,1,satisfied
56139,Male,Loyal Customer,Business travel,Business,45,0,1,1,0,1,1400,4,4,4,4,3,4,4,5,5,5,5,5,5,3,0,4,1,satisfied
79990,Male,Loyal Customer,Personal Travel,Eco,20,0,1,0,1,0,950,2,1,2,4,1,2,4,1,2,4,2,3,3,1,0,0,0,dissatisfied
29246,Male,disloyal Customer,Business travel,Eco,37,0,0,1,1,0,859,3,3,3,3,4,3,4,4,3,5,1,4,2,4,0,3,0,dissatisfied
19188,Female,disloyal Customer,Business travel,Eco,34,1,0,1,1,0,542,1,1,2,3,4,2,4,4,5,4,2,2,4,4,2,9,0,dissatisfied
98715,Male,Loyal Customer,Business travel,Eco Plus,33,0,1,1,0,0,834,2,3,3,3,2,2,2,2,3,1,2,1,3,2,0,4,0,dissatisfied
38333,Female,Loyal Customer,Business travel,Business,41,1,1,1,0,1,1050,4,4,4,4,2,1,3,5,5,5,5,3,5,5,0,0,1,satisfied
122679,Male,Loyal Customer,Business travel,Eco,49,0,1,1,1,0,361,1,4,4,4,1,1,1,1,4,1,2,3,2,1,0,0,0,dissatisfied
57822,Male,Loyal Customer,Business travel,Eco,40,0,1,1,1,0,622,3,3,3,3,3,3,3,3,2,3,3,1,4,3,0,0,0,dissatisfied
116078,Male,Loyal Customer,Personal Travel,Eco,42,0,1,0,1,0,446,3,5,3,1,3,3,3,3,5,5,4,3,5,3,19,18,0,dissatisfied
16341,Male,Loyal Customer,Business travel,Eco Plus,33,0,1,1,0,0,628,5,5,5,5,5,5,5,5,4,5,5,2,1,5,0,0,1,satisfied
16585,Female,Loyal Customer,Personal Travel,Eco,36,1,1,0,1,0,1092,3,1,3,1,1,3,2,1,4,4,1,2,2,1,35,32,0,dissatisfied
9866,Female,Loyal Customer,Business travel,Business,60,1,1,1,0,1,3724,5,5,5,5,3,4,5,4,4,5,4,4,4,3,0,0,1,satisfied
72388,Male,Loyal Customer,Business travel,Business,42,0,1,1,0,1,985,3,3,3,3,4,4,4,3,3,3,3,5,3,4,11,0,1,satisfied
95352,Female,Loyal Customer,Personal Travel,Eco,49,1,1,0,1,0,277,3,4,3,3,1,4,3,2,2,3,2,2,2,4,0,0,0,dissatisfied
64418,Male,Loyal Customer,Personal Travel,Business,23,0,1,0,0,1,989,3,4,3,1,1,3,1,1,4,2,5,5,5,1,23,10,0,dissatisfied
94233,Male,disloyal Customer,Business travel,Business,37,0,0,1,0,1,189,3,3,3,4,2,3,2,2,4,4,4,5,4,2,16,4,0,dissatisfied
10974,Female,disloyal Customer,Business travel,Eco,42,1,0,1,1,0,224,2,1,1,2,2,1,2,2,1,5,5,4,1,2,2,4,0,dissatisfied
122670,Female,Loyal Customer,Business travel,Business,44,1,1,1,0,1,361,5,5,5,5,4,4,5,4,4,4,4,4,4,4,22,17,1,satisfied
5762,Male,Loyal Customer,Personal Travel,Eco,42,0,1,0,1,0,859,1,4,1,4,3,1,4,3,1,3,3,3,4,3,15,0,0,dissatisfied
116017,Female,Loyal Customer,Personal Travel,Eco,65,1,1,0,1,0,417,2,2,2,1,3,1,2,5,5,2,5,4,5,3,0,0,0,dissatisfied
128882,Female,Loyal Customer,Business travel,Business,25,1,1,1,0,1,2454,3,2,2,2,3,3,3,1,3,4,3,3,4,3,39,16,0,dissatisfied
38308,Female,Loyal Customer,Personal Travel,Eco,36,1,1,0,1,0,2583,2,1,2,3,2,5,2,3,3,2,4,2,2,2,0,23,0,dissatisfied
